X,Y
0.0754337714153651,-9.999715483259013
2.1633947167263026,-9.763182027374103
2.880048071769145,-9.57628963139163
3.1946538456632494,-9.475979464223686
3.6548307744460278,-9.308179844102833
4.045536331469008,-9.14514274305023
4.3745482705028484,-8.992403873772604
4.959476977573141,-8.683523945318628
5.582023298794252,-8.297048625367827
6.892832351353607,-7.244919749461212
8.836244333571795,-4.681963912443188
9.02813701976823,-4.300318819842364
9.103840452389377,-4.137642930152236
9.454462160140224,-3.2577822613668688
9.457031218002948,-3.2503169909591407
9.593135671746772,-2.8234284094801514
9.618231219370392,-2.7367185114163144
9.71653105668291,-2.3641117199735886
9.817846638780338,-1.8999703622397917
9.822970556898433,-1.8732990787128734
9.923814263479384,-1.2320350903943886
9.94592570033424,-1.0385383784101867
9.995551010361968,-0.2982616288627039
9.953975252017441,0.9583197181652423
9.925491921488739,1.2184457790405625
9.859367680862132,1.6711878809910239
9.845092476420291,1.7533265898664074
9.83838079558387,1.7906041776692274
9.81424448779736,1.9184903267254496
9.542410334027497,2.9903854295132666
9.509746754462281,3.0926876120930986
9.461889411913578,3.236147208752673
9.310630589038052,3.648583017346451
9.194006462410794,3.933223254424871
8.232750918108389,5.67642601646366
7.5295813881125895,6.580684168062504
7.485914791314254,6.63031520647265
6.806754050440076,7.325851438352925
6.748272897554022,7.379756967552376
6.691642972467373,7.431144886827871
5.500891388596632,8.351059449606584
4.731262565947908,8.809946341043174
4.472659850148148,8.944009943245408
4.435563168919084,8.962465027799468
3.5207733185212686,9.359709142894811
3.2848532583197065,9.44509073917802
3.068177028885153,9.517683001625
2.884493031323607,9.574951694512382
2.845334380661603,9.586661163419986
1.1358272298285146,9.935285426397174
0.7237926300185664,9.973771815553572
0.38575750701304945,9.992556787218328
-0.6210827540916309,9.980694174884327
-2.832992521775907,9.590315603334531
-4.281111289326254,9.03726098596269
-4.407387923481934,8.976354031116733
-4.5767723803282925,8.891184093171399
-4.857702809563893,8.740865141046111
-5.060321326395007,8.625146263897898
-5.391474714471281,8.422113772872985
-5.455964943509148,8.380480089780013
-5.723066982521454,8.200396594895443
-5.730371204837855,8.195294128630476
-6.385173711019818,7.696074108277635
-7.280558310847798,6.8551783844291805
-7.514502941953534,6.597897054014384
-7.67259093938684,6.413372613285382
-7.735511846059305,6.337338280341058
-7.803614085710016,6.2532877113809695
-7.913491891283682,6.113644255809085
-8.075591626801508,5.897865705247397
-8.082604705408894,5.888251113539741
-8.380374357211446,5.456127347578395
-8.474738047262008,5.308372163883176
-8.48640067706985,5.289707321603755
-8.597341602676899,5.107417876665373
-9.141556744668703,4.053632973519204
-9.321037362284427,3.621914202586497
-9.394732169301532,3.4262234992905682
-9.461624122014582,3.2369227630130135
-9.499913147711101,3.122763229248375
-9.740821874641469,2.2619436788979206
-9.75674253040642,2.1922534514418137
-9.8273997610485,1.849922683936783
-9.868171479786422,1.6183916848309123
-9.970026228937787,0.7736775777367332
-9.993209502279589,-0.3684614546312044
-9.9903817394164,-0.4384891113076511
-9.950881355535792,-0.9899294156909098
-9.69500724068315,-2.45088445323342
-9.187165322539833,-3.9491762857995534
-9.173208505790654,-3.9814878763208594
-8.978566009554077,-4.402880013363998
-8.457898941955671,-5.335161242892772
-6.957155041498088,-7.183174349029664
-4.828537619497568,-8.7570100180996
-4.683886432555161,-8.83522540102547
-2.0162183507791402,-9.794634427173964
-1.7282554797140517,-9.849524506129134
-1.3695580204321542,-9.905771591787788
